,level,left,top,organ
"16,121,82",16,121,82,19_jejunum
"16,121,83",16,121,83,19_jejunum
"16,121,84",16,121,84,19_jejunum
"16,121,85",16,121,85,19_jejunum
"16,121,86",16,121,86,19_jejunum
"16,121,87",16,121,87,19_jejunum
"16,121,88",16,121,88,19_jejunum
"16,121,89",16,121,89,19_jejunum
"16,121,90",16,121,90,19_jejunum
"16,121,101",16,121,101,27_skin
"16,121,108",16,121,108,27_skin
"16,121,109",16,121,109,27_skin
"16,121,110",16,121,110,27_skin
"16,121,111",16,121,111,27_skin
"16,121,112",16,121,112,27_skin
"16,121,113",16,121,113,27_skin
"16,121,114",16,121,114,27_skin
"16,121,115",16,121,115,27_skin
"16,121,116",16,121,116,27_skin
"16,121,117",16,121,117,27_skin
"16,121,169",16,121,169,42_esophagus
"16,121,170",16,121,170,42_esophagus
"16,121,171",16,121,171,42_esophagus
"16,121,172",16,121,172,42_esophagus
"16,121,173",16,121,173,42_esophagus
"16,121,174",16,121,174,42_esophagus
"16,121,175",16,121,175,42_esophagus
"16,121,176",16,121,176,42_esophagus
"16,121,177",16,121,177,42_esophagus
"16,121,178",16,121,178,42_esophagus
"16,121,179",16,121,179,42_esophagus
"16,121,180",16,121,180,42_esophagus
"16,121,181",16,121,181,42_esophagus
"16,121,182",16,121,182,42_esophagus
"16,121,184",16,121,184,42_esophagus
"16,121,185",16,121,185,42_esophagus
"16,122,17",16,122,17,04_right_colon
"16,122,30",16,122,30,04_right_colon
"16,122,31",16,122,31,04_right_colon
"16,122,71",16,122,71,19_jejunum
"16,122,72",16,122,72,19_jejunum
"16,122,73",16,122,73,19_jejunum
"16,122,74",16,122,74,19_jejunum
"16,122,75",16,122,75,19_jejunum
"16,122,76",16,122,76,19_jejunum
"16,122,77",16,122,77,19_jejunum
"16,122,78",16,122,78,19_jejunum
"16,122,79",16,122,79,19_jejunum
"16,122,80",16,122,80,19_jejunum
"16,122,81",16,122,81,19_jejunum
"16,122,82",16,122,82,19_jejunum
"16,122,83",16,122,83,19_jejunum
"16,122,84",16,122,84,19_jejunum
"16,122,85",16,122,85,19_jejunum
"16,122,86",16,122,86,19_jejunum
"16,122,87",16,122,87,19_jejunum
"16,122,88",16,122,88,19_jejunum
"16,122,89",16,122,89,19_jejunum
"16,122,90",16,122,90,19_jejunum
"16,122,101",16,122,101,27_skin
"16,122,108",16,122,108,27_skin
"16,122,109",16,122,109,27_skin
"16,122,110",16,122,110,27_skin
"16,122,111",16,122,111,27_skin
"16,122,112",16,122,112,27_skin
"16,122,113",16,122,113,27_skin
"16,122,114",16,122,114,27_skin
"16,122,115",16,122,115,27_skin
"16,122,116",16,122,116,27_skin
"16,122,117",16,122,117,27_skin
"16,122,147",16,122,147,34_colon_adenocarcionma
"16,122,148",16,122,148,34_colon_adenocarcionma
"16,122,149",16,122,149,34_colon_adenocarcionma
"16,122,169",16,122,169,42_esophagus
"16,122,170",16,122,170,42_esophagus
"16,122,171",16,122,171,42_esophagus
"16,122,172",16,122,172,42_esophagus
"16,122,173",16,122,173,42_esophagus
"16,122,174",16,122,174,42_esophagus
"16,122,175",16,122,175,42_esophagus
"16,122,176",16,122,176,42_esophagus
"16,122,177",16,122,177,42_esophagus
"16,122,178",16,122,178,42_esophagus
"16,122,179",16,122,179,42_esophagus
"16,122,180",16,122,180,42_esophagus
"16,122,181",16,122,181,42_esophagus
"16,122,182",16,122,182,42_esophagus
"16,122,184",16,122,184,42_esophagus
"16,123,14",16,123,14,04_right_colon
"16,123,23",16,123,23,04_right_colon
"16,123,72",16,123,72,19_jejunum
"16,123,73",16,123,73,19_jejunum
"16,123,74",16,123,74,19_jejunum
"16,123,75",16,123,75,19_jejunum
"16,123,76",16,123,76,19_jejunum
"16,123,77",16,123,77,19_jejunum
"16,123,78",16,123,78,19_jejunum
"16,123,79",16,123,79,19_jejunum
"16,123,80",16,123,80,19_jejunum
"16,123,81",16,123,81,19_jejunum
"16,123,82",16,123,82,19_jejunum
"16,123,83",16,123,83,19_jejunum
"16,123,85",16,123,85,19_jejunum
"16,123,86",16,123,86,19_jejunum
"16,123,87",16,123,87,19_jejunum
"16,123,88",16,123,88,19_jejunum
"16,123,89",16,123,89,19_jejunum
"16,123,101",16,123,101,27_skin
"16,123,102",16,123,102,27_skin
"16,123,106",16,123,106,27_skin
"16,123,107",16,123,107,27_skin
"16,123,108",16,123,108,27_skin
"16,123,109",16,123,109,27_skin
"16,123,110",16,123,110,27_skin
"16,123,111",16,123,111,27_skin
"16,123,112",16,123,112,27_skin
"16,123,113",16,123,113,27_skin
"16,123,114",16,123,114,27_skin
"16,123,115",16,123,115,27_skin
"16,123,116",16,123,116,27_skin
"16,123,117",16,123,117,27_skin
"16,123,147",16,123,147,34_colon_adenocarcionma
"16,123,148",16,123,148,34_colon_adenocarcionma
"16,123,171",16,123,171,42_esophagus
"16,123,172",16,123,172,42_esophagus
"16,123,173",16,123,173,42_esophagus
"16,123,174",16,123,174,42_esophagus
"16,123,175",16,123,175,42_esophagus
"16,123,176",16,123,176,42_esophagus
"16,123,177",16,123,177,42_esophagus
"16,123,178",16,123,178,42_esophagus
"16,123,179",16,123,179,42_esophagus
"16,123,180",16,123,180,42_esophagus
"16,123,181",16,123,181,42_esophagus
"16,124,16",16,124,16,04_right_colon
"16,124,17",16,124,17,04_right_colon
"16,124,18",16,124,18,04_right_colon
"16,124,22",16,124,22,04_right_colon
"16,124,24",16,124,24,04_right_colon
"16,124,25",16,124,25,04_right_colon
"16,124,73",16,124,73,19_jejunum
"16,124,74",16,124,74,19_jejunum
"16,124,75",16,124,75,19_jejunum
"16,124,76",16,124,76,19_jejunum
"16,124,77",16,124,77,19_jejunum
"16,124,78",16,124,78,19_jejunum
"16,124,79",16,124,79,19_jejunum
"16,124,80",16,124,80,19_jejunum
"16,124,81",16,124,81,19_jejunum
"16,124,82",16,124,82,19_jejunum
"16,124,83",16,124,83,19_jejunum
"16,124,84",16,124,84,19_jejunum
"16,124,85",16,124,85,19_jejunum
"16,124,86",16,124,86,19_jejunum
"16,124,87",16,124,87,19_jejunum
"16,124,88",16,124,88,19_jejunum
"16,124,101",16,124,101,27_skin
"16,124,102",16,124,102,27_skin
"16,124,103",16,124,103,27_skin
"16,124,104",16,124,104,27_skin
"16,124,105",16,124,105,27_skin
"16,124,106",16,124,106,27_skin
"16,124,107",16,124,107,27_skin
"16,124,108",16,124,108,27_skin
"16,124,109",16,124,109,27_skin
"16,124,110",16,124,110,27_skin
"16,124,111",16,124,111,27_skin
"16,124,112",16,124,112,27_skin
"16,124,113",16,124,113,27_skin
"16,124,114",16,124,114,27_skin
"16,124,115",16,124,115,27_skin
"16,124,116",16,124,116,27_skin
"16,124,117",16,124,117,27_skin
"16,124,171",16,124,171,42_esophagus
"16,124,172",16,124,172,42_esophagus
"16,124,173",16,124,173,42_esophagus
"16,124,174",16,124,174,42_esophagus
"16,124,175",16,124,175,42_esophagus
"16,124,176",16,124,176,42_esophagus
"16,124,177",16,124,177,42_esophagus
"16,124,178",16,124,178,42_esophagus
"16,124,179",16,124,179,42_esophagus
"16,124,180",16,124,180,42_esophagus
"16,124,181",16,124,181,42_esophagus
"16,125,17",16,125,17,04_right_colon
"16,125,18",16,125,18,04_right_colon
"16,125,19",16,125,19,04_right_colon
"16,125,22",16,125,22,04_right_colon
"16,125,24",16,125,24,04_right_colon
"16,125,25",16,125,25,04_right_colon
"16,125,26",16,125,26,04_right_colon
"16,125,27",16,125,27,04_right_colon
"16,125,74",16,125,74,19_jejunum
"16,125,75",16,125,75,19_jejunum
"16,125,76",16,125,76,19_jejunum
"16,125,77",16,125,77,19_jejunum
"16,125,78",16,125,78,19_jejunum
"16,125,79",16,125,79,19_jejunum
"16,125,80",16,125,80,19_jejunum
"16,125,81",16,125,81,19_jejunum
"16,125,82",16,125,82,19_jejunum
"16,125,83",16,125,83,19_jejunum
"16,125,84",16,125,84,19_jejunum
"16,125,85",16,125,85,19_jejunum
"16,125,86",16,125,86,19_jejunum
"16,125,87",16,125,87,19_jejunum
"16,125,102",16,125,102,27_skin
"16,125,103",16,125,103,27_skin
"16,125,104",16,125,104,27_skin
"16,125,105",16,125,105,27_skin
"16,125,106",16,125,106,27_skin
"16,125,107",16,125,107,27_skin
"16,125,108",16,125,108,27_skin
"16,125,109",16,125,109,27_skin
"16,125,110",16,125,110,27_skin
"16,125,111",16,125,111,27_skin
"16,125,112",16,125,112,27_skin
"16,125,113",16,125,113,27_skin
"16,125,114",16,125,114,27_skin
"16,125,115",16,125,115,27_skin
"16,125,116",16,125,116,27_skin
"16,125,117",16,125,117,27_skin
"16,125,137",16,125,137,34_colon_adenocarcionma
"16,125,138",16,125,138,34_colon_adenocarcionma
"16,125,139",16,125,139,34_colon_adenocarcionma
"16,125,149",16,125,149,34_colon_adenocarcionma
"16,125,150",16,125,150,34_colon_adenocarcionma
"16,125,171",16,125,171,42_esophagus
"16,125,172",16,125,172,42_esophagus
"16,125,173",16,125,173,42_esophagus
"16,125,174",16,125,174,42_esophagus
"16,125,175",16,125,175,42_esophagus
"16,125,176",16,125,176,42_esophagus
"16,125,177",16,125,177,42_esophagus
"16,125,178",16,125,178,42_esophagus
"16,125,179",16,125,179,42_esophagus
"16,125,180",16,125,180,42_esophagus
"16,125,181",16,125,181,42_esophagus
"16,126,19",16,126,19,04_right_colon
"16,126,22",16,126,22,04_right_colon
"16,126,76",16,126,76,19_jejunum
"16,126,77",16,126,77,19_jejunum
"16,126,78",16,126,78,19_jejunum
"16,126,79",16,126,79,19_jejunum
"16,126,80",16,126,80,19_jejunum
"16,126,81",16,126,81,19_jejunum
"16,126,82",16,126,82,19_jejunum
"16,126,83",16,126,83,19_jejunum
"16,126,84",16,126,84,19_jejunum
"16,126,85",16,126,85,19_jejunum
"16,126,86",16,126,86,19_jejunum
"16,126,102",16,126,102,27_skin
"16,126,103",16,126,103,27_skin
"16,126,104",16,126,104,27_skin
"16,126,105",16,126,105,27_skin
"16,126,106",16,126,106,27_skin
"16,126,107",16,126,107,27_skin
"16,126,108",16,126,108,27_skin
"16,126,109",16,126,109,27_skin
"16,126,110",16,126,110,27_skin
"16,126,111",16,126,111,27_skin
"16,126,112",16,126,112,27_skin
"16,126,113",16,126,113,27_skin
"16,126,114",16,126,114,27_skin
"16,126,115",16,126,115,27_skin
"16,126,116",16,126,116,27_skin
"16,126,137",16,126,137,34_colon_adenocarcionma
"16,126,138",16,126,138,34_colon_adenocarcionma
"16,126,139",16,126,139,34_colon_adenocarcionma
"16,126,140",16,126,140,34_colon_adenocarcionma
"16,126,149",16,126,149,34_colon_adenocarcionma
"16,126,150",16,126,150,34_colon_adenocarcionma
"16,126,151",16,126,151,34_colon_adenocarcionma
"16,126,152",16,126,152,34_colon_adenocarcionma
"16,126,173",16,126,173,42_esophagus
"16,126,175",16,126,175,42_esophagus
"16,126,176",16,126,176,42_esophagus
"16,126,177",16,126,177,42_esophagus
"16,126,178",16,126,178,42_esophagus
"16,126,179",16,126,179,42_esophagus
"16,127,77",16,127,77,19_jejunum
"16,127,78",16,127,78,19_jejunum
"16,127,79",16,127,79,19_jejunum
"16,127,80",16,127,80,19_jejunum
"16,127,81",16,127,81,19_jejunum
"16,127,82",16,127,82,19_jejunum
"16,127,83",16,127,83,19_jejunum
"16,127,84",16,127,84,19_jejunum
"16,127,103",16,127,103,27_skin
"16,127,104",16,127,104,27_skin
"16,127,105",16,127,105,27_skin
"16,127,106",16,127,106,27_skin
"16,127,107",16,127,107,27_skin
"16,127,108",16,127,108,27_skin
"16,127,109",16,127,109,27_skin
"16,127,110",16,127,110,27_skin
"16,127,111",16,127,111,27_skin
"16,127,112",16,127,112,27_skin
"16,127,113",16,127,113,27_skin
"16,127,114",16,127,114,27_skin
"16,127,137",16,127,137,34_colon_adenocarcionma
"16,127,138",16,127,138,34_colon_adenocarcionma
"16,127,139",16,127,139,34_colon_adenocarcionma
"16,127,140",16,127,140,34_colon_adenocarcionma
"16,127,141",16,127,141,34_colon_adenocarcionma
"16,127,147",16,127,147,34_colon_adenocarcionma
"16,127,148",16,127,148,34_colon_adenocarcionma
"16,127,149",16,127,149,34_colon_adenocarcionma
"16,127,150",16,127,150,34_colon_adenocarcionma
"16,127,151",16,127,151,34_colon_adenocarcionma
"16,128,91",16,128,91,20_broncus
"16,128,92",16,128,92,20_broncus
"16,128,93",16,128,93,20_broncus
"16,128,94",16,128,94,20_broncus
"16,128,104",16,128,104,27_skin
"16,128,105",16,128,105,27_skin
"16,128,106",16,128,106,27_skin
"16,128,107",16,128,107,27_skin
"16,128,108",16,128,108,27_skin
"16,128,109",16,128,109,27_skin
"16,128,110",16,128,110,27_skin
"16,128,111",16,128,111,27_skin
"16,128,112",16,128,112,27_skin
"16,128,136",16,128,136,34_colon_adenocarcionma
"16,128,137",16,128,137,34_colon_adenocarcionma
"16,128,138",16,128,138,34_colon_adenocarcionma
"16,128,146",16,128,146,34_colon_adenocarcionma
"16,128,147",16,128,147,34_colon_adenocarcionma
"16,128,148",16,128,148,34_colon_adenocarcionma
"16,128,149",16,128,149,34_colon_adenocarcionma
"16,128,150",16,128,150,34_colon_adenocarcionma
"16,128,151",16,128,151,34_colon_adenocarcionma
"16,129,89",16,129,89,20_broncus
"16,129,90",16,129,90,20_broncus
"16,129,91",16,129,91,20_broncus
"16,129,92",16,129,92,20_broncus
"16,129,93",16,129,93,20_broncus
"16,129,94",16,129,94,20_broncus
"16,129,95",16,129,95,20_broncus
"16,129,96",16,129,96,20_broncus
"16,129,105",16,129,105,27_skin
"16,129,106",16,129,106,27_skin
"16,129,107",16,129,107,27_skin
"16,129,108",16,129,108,27_skin
"16,129,109",16,129,109,27_skin
"16,129,110",16,129,110,27_skin
"16,129,111",16,129,111,27_skin
"16,129,112",16,129,112,27_skin
"16,129,147",16,129,147,34_colon_adenocarcionma
"16,129,148",16,129,148,34_colon_adenocarcionma
"16,129,149",16,129,149,34_colon_adenocarcionma
"16,129,150",16,129,150,34_colon_adenocarcionma
"16,130,89",16,130,89,20_broncus
"16,130,90",16,130,90,20_broncus
"16,130,91",16,130,91,20_broncus
"16,130,92",16,130,92,20_broncus
"16,130,93",16,130,93,20_broncus
"16,130,94",16,130,94,20_broncus
"16,130,95",16,130,95,20_broncus
"16,130,96",16,130,96,20_broncus
"16,130,97",16,130,97,20_broncus
"16,130,98",16,130,98,20_broncus
"16,130,107",16,130,107,27_skin
"16,130,108",16,130,108,27_skin
"16,130,109",16,130,109,27_skin
"16,130,110",16,130,110,27_skin
"16,130,111",16,130,111,27_skin
"16,130,147",16,130,147,34_colon_adenocarcionma
"16,130,148",16,130,148,34_colon_adenocarcionma
"16,131,90",16,131,90,20_broncus
"16,131,91",16,131,91,20_broncus
"16,131,92",16,131,92,20_broncus
"16,131,93",16,131,93,20_broncus
"16,131,94",16,131,94,20_broncus
"16,131,95",16,131,95,20_broncus
"16,131,96",16,131,96,20_broncus
"16,131,97",16,131,97,20_broncus
"16,131,98",16,131,98,20_broncus
"16,131,99",16,131,99,20_broncus
"16,131,110",16,131,110,27_skin
"16,131,137",16,131,137,34_colon_adenocarcionma
"16,131,146",16,131,146,34_colon_adenocarcionma
"16,132,93",16,132,93,20_broncus
"16,132,94",16,132,94,20_broncus
"16,132,95",16,132,95,20_broncus
"16,132,96",16,132,96,20_broncus
"16,132,97",16,132,97,20_broncus
"16,132,98",16,132,98,20_broncus
"16,132,99",16,132,99,20_broncus
"16,132,134",16,132,134,34_colon_adenocarcionma
"16,132,137",16,132,137,34_colon_adenocarcionma
"16,133,93",16,133,93,20_broncus
"16,133,94",16,133,94,20_broncus
"16,133,95",16,133,95,20_broncus
"16,133,96",16,133,96,20_broncus
"16,133,97",16,133,97,20_broncus
"16,133,98",16,133,98,20_broncus
"16,133,99",16,133,99,20_broncus
"16,133,100",16,133,100,20_broncus
"16,134,94",16,134,94,20_broncus
"16,134,95",16,134,95,20_broncus
"16,134,96",16,134,96,20_broncus
"16,134,97",16,134,97,20_broncus
"16,134,98",16,134,98,20_broncus
"16,134,99",16,134,99,20_broncus
"16,134,100",16,134,100,20_broncus
"16,135,95",16,135,95,20_broncus
"16,135,96",16,135,96,20_broncus
"16,135,97",16,135,97,20_broncus
"16,135,98",16,135,98,20_broncus
"16,135,99",16,135,99,20_broncus
"16,135,100",16,135,100,20_broncus
"16,135,101",16,135,101,20_broncus
"16,136,95",16,136,95,20_broncus
"16,136,96",16,136,96,20_broncus
"16,136,97",16,136,97,20_broncus
"16,136,98",16,136,98,20_broncus
"16,136,99",16,136,99,20_broncus
"16,136,100",16,136,100,20_broncus
"16,136,101",16,136,101,20_broncus
"16,136,135",16,136,135,35_thymoma
"16,136,136",16,136,136,35_thymoma
"16,136,138",16,136,138,35_thymoma
"16,136,139",16,136,139,35_thymoma
"16,136,140",16,136,140,35_thymoma
"16,136,141",16,136,141,35_thymoma
"16,136,142",16,136,142,35_thymoma
"16,136,143",16,136,143,35_thymoma
"16,137,48",16,137,48,12_lymph_node
"16,137,49",16,137,49,12_lymph_node
"16,137,50",16,137,50,12_lymph_node
"16,137,51",16,137,51,12_lymph_node
"16,137,52",16,137,52,12_lymph_node
"16,137,53",16,137,53,12_lymph_node
"16,137,54",16,137,54,12_lymph_node
"16,137,95",16,137,95,20_broncus
"16,137,96",16,137,96,20_broncus
"16,137,97",16,137,97,20_broncus
"16,137,98",16,137,98,20_broncus
"16,137,99",16,137,99,20_broncus
"16,137,100",16,137,100,20_broncus
"16,137,101",16,137,101,20_broncus
"16,137,133",16,137,133,35_thymoma
"16,137,134",16,137,134,35_thymoma
"16,137,135",16,137,135,35_thymoma
"16,137,136",16,137,136,35_thymoma
"16,137,137",16,137,137,35_thymoma
"16,137,138",16,137,138,35_thymoma
"16,137,139",16,137,139,35_thymoma
"16,137,140",16,137,140,35_thymoma
"16,137,141",16,137,141,35_thymoma
"16,137,142",16,137,142,35_thymoma
"16,137,143",16,137,143,35_thymoma
"16,137,144",16,137,144,35_thymoma
"16,137,145",16,137,145,35_thymoma
"16,137,170",16,137,170,43_stomach
"16,137,171",16,137,171,43_stomach
"16,137,172",16,137,172,43_stomach
"16,138,19",16,138,19,05_thymus
"16,138,22",16,138,22,05_thymus
"16,138,23",16,138,23,05_thymus
"16,138,24",16,138,24,05_thymus
"16,138,46",16,138,46,12_lymph_node
"16,138,47",16,138,47,12_lymph_node
"16,138,48",16,138,48,12_lymph_node
"16,138,49",16,138,49,12_lymph_node
"16,138,50",16,138,50,12_lymph_node
"16,138,51",16,138,51,12_lymph_node
"16,138,52",16,138,52,12_lymph_node
"16,138,53",16,138,53,12_lymph_node
"16,138,54",16,138,54,12_lymph_node
"16,138,55",16,138,55,12_lymph_node
"16,138,56",16,138,56,12_lymph_node
"16,138,95",16,138,95,20_broncus
"16,138,96",16,138,96,20_broncus
"16,138,97",16,138,97,20_broncus
"16,138,98",16,138,98,20_broncus
"16,138,99",16,138,99,20_broncus
"16,138,132",16,138,132,35_thymoma
"16,138,133",16,138,133,35_thymoma
"16,138,134",16,138,134,35_thymoma
"16,138,135",16,138,135,35_thymoma
"16,138,136",16,138,136,35_thymoma
"16,138,138",16,138,138,35_thymoma
"16,138,139",16,138,139,35_thymoma
"16,138,140",16,138,140,35_thymoma
"16,138,141",16,138,141,35_thymoma
"16,138,142",16,138,142,35_thymoma
"16,138,143",16,138,143,35_thymoma
"16,138,144",16,138,144,35_thymoma
"16,138,145",16,138,145,35_thymoma
"16,138,146",16,138,146,35_thymoma
"16,138,166",16,138,166,43_stomach
"16,138,167",16,138,167,43_stomach
"16,138,168",16,138,168,43_stomach
"16,138,169",16,138,169,43_stomach
"16,138,170",16,138,170,43_stomach
"16,138,171",16,138,171,43_stomach
"16,138,172",16,138,172,43_stomach
"16,138,173",16,138,173,43_stomach
"16,138,174",16,138,174,43_stomach
"16,139,17",16,139,17,05_thymus
"16,139,18",16,139,18,05_thymus
"16,139,19",16,139,19,05_thymus
"16,139,22",16,139,22,05_thymus
"16,139,23",16,139,23,05_thymus
"16,139,24",16,139,24,05_thymus
"16,139,25",16,139,25,05_thymus
"16,139,45",16,139,45,12_lymph_node
"16,139,46",16,139,46,12_lymph_node
"16,139,47",16,139,47,12_lymph_node
"16,139,48",16,139,48,12_lymph_node
"16,139,49",16,139,49,12_lymph_node
"16,139,50",16,139,50,12_lymph_node
"16,139,51",16,139,51,12_lymph_node
"16,139,52",16,139,52,12_lymph_node
"16,139,53",16,139,53,12_lymph_node
"16,139,54",16,139,54,12_lymph_node
"16,139,55",16,139,55,12_lymph_node
"16,139,56",16,139,56,12_lymph_node
"16,139,57",16,139,57,12_lymph_node
"16,139,58",16,139,58,12_lymph_node
"16,139,95",16,139,95,20_broncus
"16,139,96",16,139,96,20_broncus
"16,139,97",16,139,97,20_broncus
"16,139,98",16,139,98,20_broncus
"16,139,99",16,139,99,20_broncus
"16,139,100",16,139,100,20_broncus
"16,139,111",16,139,111,28_placenta
"16,139,112",16,139,112,28_placenta
"16,139,113",16,139,113,28_placenta
"16,139,114",16,139,114,28_placenta
"16,139,115",16,139,115,28_placenta
"16,139,116",16,139,116,28_placenta
"16,139,130",16,139,130,35_thymoma
"16,139,131",16,139,131,35_thymoma
"16,139,132",16,139,132,35_thymoma
"16,139,133",16,139,133,35_thymoma
"16,139,134",16,139,134,35_thymoma
"16,139,135",16,139,135,35_thymoma
"16,139,136",16,139,136,35_thymoma
"16,139,137",16,139,137,35_thymoma
"16,139,138",16,139,138,35_thymoma
"16,139,139",16,139,139,35_thymoma
"16,139,140",16,139,140,35_thymoma
"16,139,141",16,139,141,35_thymoma
"16,139,142",16,139,142,35_thymoma
"16,139,143",16,139,143,35_thymoma
"16,139,144",16,139,144,35_thymoma
"16,139,145",16,139,145,35_thymoma
"16,139,146",16,139,146,35_thymoma
"16,139,147",16,139,147,35_thymoma
"16,139,165",16,139,165,43_stomach
"16,139,166",16,139,166,43_stomach
"16,139,167",16,139,167,43_stomach
"16,139,168",16,139,168,43_stomach
"16,139,169",16,139,169,43_stomach
"16,139,170",16,139,170,43_stomach
"16,139,171",16,139,171,43_stomach
"16,139,172",16,139,172,43_stomach
"16,139,173",16,139,173,43_stomach
"16,139,174",16,139,174,43_stomach
"16,139,175",16,139,175,43_stomach
"16,139,176",16,139,176,43_stomach
"16,140,18",16,140,18,05_thymus
"16,140,19",16,140,19,05_thymus
"16,140,20",16,140,20,05_thymus
"16,140,22",16,140,22,05_thymus
"16,140,23",16,140,23,05_thymus
"16,140,24",16,140,24,05_thymus
"16,140,25",16,140,25,05_thymus
"16,140,26",16,140,26,05_thymus
"16,140,44",16,140,44,12_lymph_node
"16,140,45",16,140,45,12_lymph_node
"16,140,46",16,140,46,12_lymph_node
"16,140,47",16,140,47,12_lymph_node
"16,140,48",16,140,48,12_lymph_node
"16,140,49",16,140,49,12_lymph_node
"16,140,50",16,140,50,12_lymph_node
